dataset_seed,infrastructure,source_pool,target_pool,latency_ms,source,generator_seed
146588263,infrastructure_135,cloud7,gcp.faas.us-central1,91.709,generated,12345
146588263,infrastructure_135,aws.faas.eu-west-1,aws.faas.us-east-1,73.021,generated,12345
146588263,infrastructure_135,aws.faas.eu-west-1,azure.faas.westeurope,30.367,generated,12345
146588263,infrastructure_135,aws.faas.eu-west-1,azure.faas.eastus,102.197,generated,12345
146588263,infrastructure_135,aws.faas.eu-west-1,gcp.faas.europe-west1,30.978,generated,12345
146588263,infrastructure_135,aws.faas.eu-west-1,gcp.faas.us-central1,129.234,generated,12345
146588263,infrastructure_135,aws.faas.us-east-1,azure.faas.westeurope,90.605,generated,12345
146588263,infrastructure_135,aws.faas.us-east-1,azure.faas.eastus,20.371,generated,12345
146588263,infrastructure_135,aws.faas.us-east-1,gcp.faas.europe-west1,104.692,generated,12345
146588263,infrastructure_135,aws.faas.us-east-1,gcp.faas.us-central1,24.485,generated,12345
146588263,infrastructure_135,azure.faas.westeurope,azure.faas.eastus,72.052,generated,12345
146588263,infrastructure_135,azure.faas.westeurope,gcp.faas.europe-west1,20.673,generated,12345
146588263,infrastructure_135,azure.faas.westeurope,gcp.faas.us-central1,99.928,generated,12345
146588263,infrastructure_135,azure.faas.eastus,gcp.faas.europe-west1,123.277,generated,12345
146588263,infrastructure_135,azure.faas.eastus,gcp.faas.us-central1,25.238,generated,12345
146588263,infrastructure_135,gcp.faas.europe-west1,gcp.faas.us-central1,76.646,generated,12345
146588263,infrastructure_140,edge1,aws.faas.eu-west-1,24.827,generated,12345
146588263,infrastructure_140,edge1,aws.faas.us-east-1,131.855,generated,12345
146588263,infrastructure_140,edge1,azure.faas.westeurope,45.915,generated,12345
146588263,infrastructure_140,edge1,azure.faas.eastus,121.181,generated,12345
146588263,infrastructure_140,edge1,gcp.faas.europe-west1,28.977,generated,12345
146588263,infrastructure_140,edge1,gcp.faas.us-central1,106.388,generated,12345
146588263,infrastructure_140,edge2,aws.faas.eu-west-1,58.5,generated,12345
146588263,infrastructure_140,edge2,aws.faas.us-east-1,91.565,generated,12345
146588263,infrastructure_140,edge2,azure.faas.westeurope,32.109,generated,12345
146588263,infrastructure_140,edge2,azure.faas.eastus,85.675,generated,12345
146588263,infrastructure_140,edge2,gcp.faas.europe-west1,23.307,generated,12345
146588263,infrastructure_140,edge2,gcp.faas.us-central1,89.634,generated,12345
146588263,infrastructure_140,edge3,aws.faas.eu-west-1,21.201,generated,12345
146588263,infrastructure_140,edge3,aws.faas.us-east-1,109.782,generated,12345
146588263,infrastructure_140,edge3,azure.faas.westeurope,32.363,generated,12345
146588263,infrastructure_140,edge3,azure.faas.eastus,97.168,generated,12345
146588263,infrastructure_140,edge3,gcp.faas.europe-west1,58.317,generated,12345
146588263,infrastructure_140,edge3,gcp.faas.us-central1,133.415,generated,12345
146588263,infrastructure_140,edge4,aws.faas.eu-west-1,48.37,generated,12345
146588263,infrastructure_140,edge4,aws.faas.us-east-1,142.219,generated,12345
146588263,infrastructure_140,edge4,azure.faas.westeurope,55.576,generated,12345
146588263,infrastructure_140,edge4,azure.faas.eastus,93.467,generated,12345
146588263,infrastructure_140,edge4,gcp.faas.europe-west1,54.394,generated,12345
146588263,infrastructure_140,edge4,gcp.faas.us-central1,123.465,generated,12345
146588263,infrastructure_140,edge5,aws.faas.eu-west-1,24.746,generated,12345
146588263,infrastructure_140,edge5,aws.faas.us-east-1,114.82,generated,12345
146588263,infrastructure_140,edge5,azure.faas.westeurope,43.528,generated,12345
146588263,infrastructure_140,edge5,azure.faas.eastus,113.76,generated,12345
146588263,infrastructure_140,edge5,gcp.faas.europe-west1,29.455,generated,12345
146588263,infrastructure_140,edge5,gcp.faas.us-central1,123.869,generated,12345
146588263,infrastructure_140,edge6,aws.faas.eu-west-1,40.126,generated,12345
146588263,infrastructure_140,edge6,aws.faas.us-east-1,111.978,generated,12345
146588263,infrastructure_140,edge6,azure.faas.westeurope,57.806,generated,12345
146588263,infrastructure_140,edge6,azure.faas.eastus,86.961,generated,12345
146588263,infrastructure_140,edge6,gcp.faas.europe-west1,53.749,generated,12345
146588263,infrastructure_140,edge6,gcp.faas.us-central1,120.148,generated,12345
146588263,infrastructure_140,edge7,aws.faas.eu-west-1,48.29,generated,12345
146588263,infrastructure_140,edge7,aws.faas.us-east-1,116.165,generated,12345
146588263,infrastructure_140,edge7,azure.faas.westeurope,20.692,generated,12345
146588263,infrastructure_140,edge7,azure.faas.eastus,97.048,generated,12345
146588263,infrastructure_140,edge7,gcp.faas.europe-west1,27.852,generated,12345
146588263,infrastructure_140,edge7,gcp.faas.us-central1,93.015,generated,12345
146588263,infrastructure_140,edge8,aws.faas.eu-west-1,29.835,generated,12345
146588263,infrastructure_140,edge8,aws.faas.us-east-1,145.514,generated,12345
146588263,infrastructure_140,edge8,azure.faas.westeurope,45.639,generated,12345
146588263,infrastructure_140,edge8,azure.faas.eastus,82.07,generated,12345
146588263,infrastructure_140,edge8,gcp.faas.europe-west1,40.002,generated,12345
146588263,infrastructure_140,edge8,gcp.faas.us-central1,144.469,generated,12345
146588263,infrastructure_140,edge9,aws.faas.eu-west-1,58.685,generated,12345
146588263,infrastructure_140,edge9,aws.faas.us-east-1,125.616,generated,12345
146588263,infrastructure_140,edge9,azure.faas.westeurope,51.175,generated,12345
146588263,infrastructure_140,edge9,azure.faas.eastus,100.041,generated,12345
146588263,infrastructure_140,edge9,gcp.faas.europe-west1,34.363,generated,12345
146588263,infrastructure_140,edge9,gcp.faas.us-central1,148.921,generated,12345
146588263,infrastructure_140,edge10,aws.faas.eu-west-1,23.531,generated,12345
146588263,infrastructure_140,edge10,aws.faas.us-east-1,96.326,generated,12345
146588263,infrastructure_140,edge10,azure.faas.westeurope,41.489,generated,12345
146588263,infrastructure_140,edge10,azure.faas.eastus,123.402,generated,12345
146588263,infrastructure_140,edge10,gcp.faas.europe-west1,36.933,generated,12345
146588263,infrastructure_140,edge10,gcp.faas.us-central1,105.875,generated,12345
146588263,infrastructure_140,edge11,aws.faas.eu-west-1,26.929,generated,12345
146588263,infrastructure_140,edge11,aws.faas.us-east-1,118.045,generated,12345
146588263,infrastructure_140,edge11,azure.faas.westeurope,30.795,generated,12345
146588263,infrastructure_140,edge11,azure.faas.eastus,83.228,generated,12345
146588263,infrastructure_140,edge11,gcp.faas.europe-west1,41.711,generated,12345
146588263,infrastructure_140,edge11,gcp.faas.us-central1,95.148,generated,12345
146588263,infrastructure_140,edge12,aws.faas.eu-west-1,29.761,generated,12345
146588263,infrastructure_140,edge12,aws.faas.us-east-1,108.942,generated,12345
146588263,infrastructure_140,edge12,azure.faas.westeurope,47.119,generated,12345
146588263,infrastructure_140,edge12,azure.faas.eastus,101.601,generated,12345
146588263,infrastructure_140,edge12,gcp.faas.europe-west1,31.762,generated,12345
146588263,infrastructure_140,edge12,gcp.faas.us-central1,101.244,generated,12345
146588263,infrastructure_140,edge13,aws.faas.eu-west-1,54.311,generated,12345
146588263,infrastructure_140,edge13,aws.faas.us-east-1,99.936,generated,12345
146588263,infrastructure_140,edge13,azure.faas.westeurope,43.043,generated,12345
146588263,infrastructure_140,edge13,azure.faas.eastus,98.893,generated,12345
146588263,infrastructure_140,edge13,gcp.faas.europe-west1,55.314,generated,12345
146588263,infrastructure_140,edge13,gcp.faas.us-central1,139.43,generated,12345
146588263,infrastructure_140,edge14,aws.faas.eu-west-1,41.334,generated,12345
146588263,infrastructure_140,edge14,aws.faas.us-east-1,103.22,generated,12345
146588263,infrastructure_140,edge14,azure.faas.westeurope,30.109,generated,12345
146588263,infrastructure_140,edge14,azure.faas.eastus,122.008,generated,12345
146588263,infrastructure_140,edge14,gcp.faas.europe-west1,25.616,generated,12345
146588263,infrastructure_140,edge14,gcp.faas.us-central1,115.818,generated,12345
146588263,infrastructure_140,edge15,aws.faas.eu-west-1,29.754,generated,12345
146588263,infrastructure_140,edge15,aws.faas.us-east-1,109.834,generated,12345
146588263,infrastructure_140,edge15,azure.faas.westeurope,56.259,generated,12345
146588263,infrastructure_140,edge15,azure.faas.eastus,124.528,generated,12345
146588263,infrastructure_140,edge15,gcp.faas.europe-west1,53.404,generated,12345
146588263,infrastructure_140,edge15,gcp.faas.us-central1,91.828,generated,12345
146588263,infrastructure_140,edge16,aws.faas.eu-west-1,23.399,generated,12345
146588263,infrastructure_140,edge16,aws.faas.us-east-1,144.242,generated,12345
146588263,infrastructure_140,edge16,azure.faas.westeurope,29.558,generated,12345
146588263,infrastructure_140,edge16,azure.faas.eastus,128.198,generated,12345
146588263,infrastructure_140,edge16,gcp.faas.europe-west1,34.065,generated,12345
146588263,infrastructure_140,edge16,gcp.faas.us-central1,124.512,generated,12345
146588263,infrastructure_140,edge17,aws.faas.eu-west-1,20.683,generated,12345
146588263,infrastructure_140,edge17,aws.faas.us-east-1,140.292,generated,12345
146588263,infrastructure_140,edge17,azure.faas.westeurope,55.328,generated,12345
146588263,infrastructure_140,edge17,azure.faas.eastus,84.139,generated,12345
146588263,infrastructure_140,edge17,gcp.faas.europe-west1,47.121,generated,12345
146588263,infrastructure_140,edge17,gcp.faas.us-central1,111.643,generated,12345
146588263,infrastructure_140,edge18,aws.faas.eu-west-1,59.613,generated,12345
146588263,infrastructure_140,edge18,aws.faas.us-east-1,126.51,generated,12345
146588263,infrastructure_140,edge18,azure.faas.westeurope,24.786,generated,12345
146588263,infrastructure_140,edge18,azure.faas.eastus,123.481,generated,12345
146588263,infrastructure_140,edge18,gcp.faas.europe-west1,49.795,generated,12345
146588263,infrastructure_140,edge18,gcp.faas.us-central1,143.561,generated,12345
146588263,infrastructure_140,edge19,aws.faas.eu-west-1,47.41,generated,12345
146588263,infrastructure_140,edge19,aws.faas.us-east-1,113.658,generated,12345
146588263,infrastructure_140,edge19,azure.faas.westeurope,51.425,generated,12345
146588263,infrastructure_140,edge19,azure.faas.eastus,97.054,generated,12345
146588263,infrastructure_140,edge19,gcp.faas.europe-west1,27.348,generated,12345
146588263,infrastructure_140,edge19,gcp.faas.us-central1,131.02,generated,12345
146588263,infrastructure_140,edge20,aws.faas.eu-west-1,40.797,generated,12345
146588263,infrastructure_140,edge20,aws.faas.us-east-1,81.609,generated,12345
146588263,infrastructure_140,edge20,azure.faas.westeurope,29.775,generated,12345
146588263,infrastructure_140,edge20,azure.faas.eastus,89.678,generated,12345
146588263,infrastructure_140,edge20,gcp.faas.europe-west1,57.139,generated,12345
146588263,infrastructure_140,edge20,gcp.faas.us-central1,120.681,generated,12345
146588263,infrastructure_140,edge21,aws.faas.eu-west-1,20.342,generated,12345
146588263,infrastructure_140,edge21,aws.faas.us-east-1,111.572,generated,12345
146588263,infrastructure_140,edge21,azure.faas.westeurope,29.924,generated,12345
146588263,infrastructure_140,edge21,azure.faas.eastus,134.905,generated,12345
146588263,infrastructure_140,edge21,gcp.faas.europe-west1,32.336,generated,12345
146588263,infrastructure_140,edge21,gcp.faas.us-central1,117.947,generated,12345
146588263,infrastructure_140,edge22,aws.faas.eu-west-1,26.089,generated,12345
146588263,infrastructure_140,edge22,aws.faas.us-east-1,102.563,generated,12345
146588263,infrastructure_140,edge22,azure.faas.westeurope,55.389,generated,12345
146588263,infrastructure_140,edge22,azure.faas.eastus,84.767,generated,12345
146588263,infrastructure_140,edge22,gcp.faas.europe-west1,49.767,generated,12345
146588263,infrastructure_140,edge22,gcp.faas.us-central1,121.717,generated,12345
146588263,infrastructure_140,edge23,aws.faas.eu-west-1,34.321,generated,12345
146588263,infrastructure_140,edge23,aws.faas.us-east-1,99.931,generated,12345
146588263,infrastructure_140,edge23,azure.faas.westeurope,40.076,generated,12345
146588263,infrastructure_140,edge23,azure.faas.eastus,149.82,generated,12345
146588263,infrastructure_140,edge23,gcp.faas.europe-west1,36.807,generated,12345
146588263,infrastructure_140,edge23,gcp.faas.us-central1,122.324,generated,12345
146588263,infrastructure_140,edge24,aws.faas.eu-west-1,47.559,generated,12345
146588263,infrastructure_140,edge24,aws.faas.us-east-1,136.864,generated,12345
146588263,infrastructure_140,edge24,azure.faas.westeurope,28.3,generated,12345
146588263,infrastructure_140,edge24,azure.faas.eastus,134.801,generated,12345
146588263,infrastructure_140,edge24,gcp.faas.europe-west1,46.46,generated,12345
146588263,infrastructure_140,edge24,gcp.faas.us-central1,104.872,generated,12345
146588263,infrastructure_140,edge25,aws.faas.eu-west-1,25.119,generated,12345
146588263,infrastructure_140,edge25,aws.faas.us-east-1,138.067,generated,12345
146588263,infrastructure_140,edge25,azure.faas.westeurope,47.468,generated,12345
146588263,infrastructure_140,edge25,azure.faas.eastus,147.287,generated,12345
146588263,infrastructure_140,edge25,gcp.faas.europe-west1,22.955,generated,12345
146588263,infrastructure_140,edge25,gcp.faas.us-central1,94.308,generated,12345
146588263,infrastructure_140,edge26,aws.faas.eu-west-1,41.49,generated,12345
146588263,infrastructure_140,edge26,aws.faas.us-east-1,98.731,generated,12345
146588263,infrastructure_140,edge26,azure.faas.westeurope,22.27,generated,12345
146588263,infrastructure_140,edge26,azure.faas.eastus,88.656,generated,12345
146588263,infrastructure_140,edge26,gcp.faas.europe-west1,24.464,generated,12345
146588263,infrastructure_140,edge26,gcp.faas.us-central1,115.455,generated,12345
146588263,infrastructure_140,edge27,aws.faas.eu-west-1,31.17,generated,12345
146588263,infrastructure_140,edge27,aws.faas.us-east-1,111.991,generated,12345
146588263,infrastructure_140,edge27,azure.faas.westeurope,51.572,generated,12345
146588263,infrastructure_140,edge27,azure.faas.eastus,116.455,generated,12345
146588263,infrastructure_140,edge27,gcp.faas.europe-west1,32.515,generated,12345
146588263,infrastructure_140,edge27,gcp.faas.us-central1,106.6,generated,12345
146588263,infrastructure_140,edge28,aws.faas.eu-west-1,42.458,generated,12345
146588263,infrastructure_140,edge28,aws.faas.us-east-1,133.077,generated,12345
146588263,infrastructure_140,edge28,azure.faas.westeurope,53.546,generated,12345
146588263,infrastructure_140,edge28,azure.faas.eastus,105.402,generated,12345
146588263,infrastructure_140,edge28,gcp.faas.europe-west1,27.565,generated,12345
146588263,infrastructure_140,edge28,gcp.faas.us-central1,97.587,generated,12345
146588263,infrastructure_140,edge29,aws.faas.eu-west-1,29.632,generated,12345
146588263,infrastructure_140,edge29,aws.faas.us-east-1,131.228,generated,12345
146588263,infrastructure_140,edge29,azure.faas.westeurope,32.409,generated,12345
146588263,infrastructure_140,edge29,azure.faas.eastus,132.773,generated,12345
146588263,infrastructure_140,edge29,gcp.faas.europe-west1,57.367,generated,12345
146588263,infrastructure_140,edge29,gcp.faas.us-central1,141.546,generated,12345
146588263,infrastructure_140,edge30,aws.faas.eu-west-1,50.537,generated,12345
146588263,infrastructure_140,edge30,aws.faas.us-east-1,97.148,generated,12345
146588263,infrastructure_140,edge30,azure.faas.westeurope,33.094,generated,12345
146588263,infrastructure_140,edge30,azure.faas.eastus,113.668,generated,12345
146588263,infrastructure_140,edge30,gcp.faas.europe-west1,24.632,generated,12345
146588263,infrastructure_140,edge30,gcp.faas.us-central1,88.053,generated,12345
146588263,infrastructure_140,edge31,aws.faas.eu-west-1,36.768,generated,12345
146588263,infrastructure_140,edge31,aws.faas.us-east-1,96.767,generated,12345
146588263,infrastructure_140,edge31,azure.faas.westeurope,40.687,generated,12345
146588263,infrastructure_140,edge31,azure.faas.eastus,84.525,generated,12345
146588263,infrastructure_140,edge31,gcp.faas.europe-west1,37.209,generated,12345
146588263,infrastructure_140,edge31,gcp.faas.us-central1,100.63,generated,12345
146588263,infrastructure_140,edge32,aws.faas.eu-west-1,28.675,generated,12345
146588263,infrastructure_140,edge32,aws.faas.us-east-1,125.572,generated,12345
146588263,infrastructure_140,edge32,azure.faas.westeurope,59.036,generated,12345
146588263,infrastructure_140,edge32,azure.faas.eastus,102.632,generated,12345
146588263,infrastructure_140,edge32,gcp.faas.europe-west1,34.956,generated,12345
146588263,infrastructure_140,edge32,gcp.faas.us-central1,135.829,generated,12345
146588263,infrastructure_140,edge33,aws.faas.eu-west-1,55.157,generated,12345
146588263,infrastructure_140,edge33,aws.faas.us-east-1,94.118,generated,12345
146588263,infrastructure_140,edge33,azure.faas.westeurope,34.478,generated,12345
146588263,infrastructure_140,edge33,azure.faas.eastus,112.516,generated,12345
146588263,infrastructure_140,edge33,gcp.faas.europe-west1,48.434,generated,12345
146588263,infrastructure_140,edge33,gcp.faas.us-central1,92.679,generated,12345
146588263,infrastructure_140,edge34,aws.faas.eu-west-1,23.5,generated,12345
146588263,infrastructure_140,edge34,aws.faas.us-east-1,88.714,generated,12345
146588263,infrastructure_140,edge34,azure.faas.westeurope,58.629,generated,12345
146588263,infrastructure_140,edge34,azure.faas.eastus,139.19,generated,12345
146588263,infrastructure_140,edge34,gcp.faas.europe-west1,59.082,generated,12345
146588263,infrastructure_140,edge34,gcp.faas.us-central1,114.929,generated,12345
146588263,infrastructure_140,edge35,aws.faas.eu-west-1,36.362,generated,12345
146588263,infrastructure_140,edge35,aws.faas.us-east-1,133.13,generated,12345
146588263,infrastructure_140,edge35,azure.faas.westeurope,48.748,generated,12345
146588263,infrastructure_140,edge35,azure.faas.eastus,128.036,generated,12345
146588263,infrastructure_140,edge35,gcp.faas.europe-west1,50.939,generated,12345
146588263,infrastructure_140,edge35,gcp.faas.us-central1,134.58,generated,12345
146588263,infrastructure_140,edge36,aws.faas.eu-west-1,47.29,generated,12345
146588263,infrastructure_140,edge36,aws.faas.us-east-1,104.946,generated,12345
146588263,infrastructure_140,edge36,azure.faas.westeurope,49.074,generated,12345
146588263,infrastructure_140,edge36,azure.faas.eastus,98.963,generated,12345
146588263,infrastructure_140,edge36,gcp.faas.europe-west1,33.704,generated,12345
146588263,infrastructure_140,edge36,gcp.faas.us-central1,133.112,generated,12345
146588263,infrastructure_140,edge37,aws.faas.eu-west-1,29.368,generated,12345
146588263,infrastructure_140,edge37,aws.faas.us-east-1,93.313,generated,12345
146588263,infrastructure_140,edge37,azure.faas.westeurope,28.286,generated,12345
146588263,infrastructure_140,edge37,azure.faas.eastus,114.924,generated,12345
146588263,infrastructure_140,edge37,gcp.faas.europe-west1,36.536,generated,12345
146588263,infrastructure_140,edge37,gcp.faas.us-central1,143.096,generated,12345
146588263,infrastructure_140,edge38,aws.faas.eu-west-1,58.524,generated,12345
146588263,infrastructure_140,edge38,aws.faas.us-east-1,80.328,generated,12345
146588263,infrastructure_140,edge38,azure.faas.westeurope,50.819,generated,12345
146588263,infrastructure_140,edge38,azure.faas.eastus,113.281,generated,12345
146588263,infrastructure_140,edge38,gcp.faas.europe-west1,24.082,generated,12345
146588263,infrastructure_140,edge38,gcp.faas.us-central1,94.646,generated,12345
146588263,infrastructure_140,edge39,aws.faas.eu-west-1,31.595,generated,12345
146588263,infrastructure_140,edge39,aws.faas.us-east-1,107.414,generated,12345
146588263,infrastructure_140,edge39,azure.faas.westeurope,37.284,generated,12345
146588263,infrastructure_140,edge39,azure.faas.eastus,143.951,generated,12345
146588263,infrastructure_140,edge39,gcp.faas.europe-west1,27.693,generated,12345
146588263,infrastructure_140,edge39,gcp.faas.us-central1,105.585,generated,12345
146588263,infrastructure_140,edge40,aws.faas.eu-west-1,23.675,generated,12345
146588263,infrastructure_140,edge40,aws.faas.us-east-1,143.131,generated,12345
146588263,infrastructure_140,edge40,azure.faas.westeurope,57.501,generated,12345
146588263,infrastructure_140,edge40,azure.faas.eastus,112.556,generated,12345
146588263,infrastructure_140,edge40,gcp.faas.europe-west1,47.657,generated,12345
146588263,infrastructure_140,edge40,gcp.faas.us-central1,94.354,generated,12345
146588263,infrastructure_140,edge41,aws.faas.eu-west-1,46.831,generated,12345
146588263,infrastructure_140,edge41,aws.faas.us-east-1,143.938,generated,12345
146588263,infrastructure_140,edge41,azure.faas.westeurope,52.482,generated,12345
146588263,infrastructure_140,edge41,azure.faas.eastus,87.652,generated,12345
146588263,infrastructure_140,edge41,gcp.faas.europe-west1,22.024,generated,12345
146588263,infrastructure_140,edge41,gcp.faas.us-central1,101.689,generated,12345
146588263,infrastructure_140,edge42,aws.faas.eu-west-1,55.702,generated,12345
146588263,infrastructure_140,edge42,aws.faas.us-east-1,138.27,generated,12345
146588263,infrastructure_140,edge42,azure.faas.westeurope,39.557,generated,12345
146588263,infrastructure_140,edge42,azure.faas.eastus,130.518,generated,12345
146588263,infrastructure_140,edge42,gcp.faas.europe-west1,48.418,generated,12345
146588263,infrastructure_140,edge42,gcp.faas.us-central1,86.13,generated,12345
146588263,infrastructure_140,edge43,aws.faas.eu-west-1,59.793,generated,12345
146588263,infrastructure_140,edge43,aws.faas.us-east-1,121.911,generated,12345
146588263,infrastructure_140,edge43,azure.faas.westeurope,57.943,generated,12345
146588263,infrastructure_140,edge43,azure.faas.eastus,143.651,generated,12345
146588263,infrastructure_140,edge43,gcp.faas.europe-west1,40.552,generated,12345
146588263,infrastructure_140,edge43,gcp.faas.us-central1,103.291,generated,12345
146588263,infrastructure_140,edge44,aws.faas.eu-west-1,20.655,generated,12345
146588263,infrastructure_140,edge44,aws.faas.us-east-1,136.411,generated,12345
146588263,infrastructure_140,edge44,azure.faas.westeurope,37.59,generated,12345
146588263,infrastructure_140,edge44,azure.faas.eastus,127.615,generated,12345
146588263,infrastructure_140,edge44,gcp.faas.europe-west1,40.201,generated,12345
146588263,infrastructure_140,edge44,gcp.faas.us-central1,130.463,generated,12345
146588263,infrastructure_140,edge45,aws.faas.eu-west-1,50.53,generated,12345
146588263,infrastructure_140,edge45,aws.faas.us-east-1,101.611,generated,12345
146588263,infrastructure_140,edge45,azure.faas.westeurope,40.68,generated,12345
146588263,infrastructure_140,edge45,azure.faas.eastus,98.503,generated,12345
146588263,infrastructure_140,edge45,gcp.faas.europe-west1,28.276,generated,12345
146588263,infrastructure_140,edge45,gcp.faas.us-central1,99.829,generated,12345
146588263,infrastructure_140,edge46,aws.faas.eu-west-1,44.703,generated,12345
146588263,infrastructure_140,edge46,aws.faas.us-east-1,116.129,generated,12345
146588263,infrastructure_140,edge46,azure.faas.westeurope,28.444,generated,12345
146588263,infrastructure_140,edge46,azure.faas.eastus,100.88,generated,12345
146588263,infrastructure_140,edge46,gcp.faas.europe-west1,40.506,generated,12345
146588263,infrastructure_140,edge46,gcp.faas.us-central1,110.549,generated,12345
146588263,infrastructure_140,edge47,aws.faas.eu-west-1,49.417,generated,12345
146588263,infrastructure_140,edge47,aws.faas.us-east-1,125.753,generated,12345
146588263,infrastructure_140,edge47,azure.faas.westeurope,26.318,generated,12345
146588263,infrastructure_140,edge47,azure.faas.eastus,144.176,generated,12345
146588263,infrastructure_140,edge47,gcp.faas.europe-west1,34.895,generated,12345
146588263,infrastructure_140,edge47,gcp.faas.us-central1,80.078,generated,12345
146588263,infrastructure_140,edge48,aws.faas.eu-west-1,33.099,generated,12345
146588263,infrastructure_140,edge48,aws.faas.us-east-1,87.869,generated,12345
146588263,infrastructure_140,edge48,azure.faas.westeurope,51.541,generated,12345
146588263,infrastructure_140,edge48,azure.faas.eastus,90.199,generated,12345
146588263,infrastructure_140,edge48,gcp.faas.europe-west1,39.547,generated,12345
146588263,infrastructure_140,edge48,gcp.faas.us-central1,91.669,generated,12345
146588263,infrastructure_140,edge49,aws.faas.eu-west-1,37.963,generated,12345
146588263,infrastructure_140,edge49,aws.faas.us-east-1,129.805,generated,12345
146588263,infrastructure_140,edge49,azure.faas.westeurope,48.579,generated,12345
146588263,infrastructure_140,edge49,azure.faas.eastus,131.421,generated,12345
146588263,infrastructure_140,edge49,gcp.faas.europe-west1,23.913,generated,12345
146588263,infrastructure_140,edge49,gcp.faas.us-central1,122.846,generated,12345
146588263,infrastructure_140,edge50,aws.faas.eu-west-1,59.135,generated,12345
146588263,infrastructure_140,edge50,aws.faas.us-east-1,100.652,generated,12345
146588263,infrastructure_140,edge50,azure.faas.westeurope,58.105,generated,12345
146588263,infrastructure_140,edge50,azure.faas.eastus,100.921,generated,12345
146588263,infrastructure_140,edge50,gcp.faas.europe-west1,41.395,generated,12345
146588263,infrastructure_140,edge50,gcp.faas.us-central1,149.529,generated,12345
146588263,infrastructure_140,edge51,aws.faas.eu-west-1,52.98,generated,12345
146588263,infrastructure_140,edge51,aws.faas.us-east-1,104.808,generated,12345
146588263,infrastructure_140,edge51,azure.faas.westeurope,57.943,generated,12345
146588263,infrastructure_140,edge51,azure.faas.eastus,83.983,generated,12345
146588263,infrastructure_140,edge51,gcp.faas.europe-west1,35.061,generated,12345
146588263,infrastructure_140,edge51,gcp.faas.us-central1,133.409,generated,12345
146588263,infrastructure_140,edge52,aws.faas.eu-west-1,44.294,generated,12345
146588263,infrastructure_140,edge52,aws.faas.us-east-1,102.838,generated,12345
146588263,infrastructure_140,edge52,azure.faas.westeurope,29.87,generated,12345
146588263,infrastructure_140,edge52,azure.faas.eastus,80.931,generated,12345
146588263,infrastructure_140,edge52,gcp.faas.europe-west1,40.346,generated,12345
146588263,infrastructure_140,edge52,gcp.faas.us-central1,138.932,generated,12345
146588263,infrastructure_140,edge53,aws.faas.eu-west-1,28.76,generated,12345
146588263,infrastructure_140,edge53,aws.faas.us-east-1,135.796,generated,12345
146588263,infrastructure_140,edge53,azure.faas.westeurope,57.794,generated,12345
146588263,infrastructure_140,edge53,azure.faas.eastus,122.378,generated,12345
146588263,infrastructure_140,edge53,gcp.faas.europe-west1,25.744,generated,12345
146588263,infrastructure_140,edge53,gcp.faas.us-central1,116.974,generated,12345
146588263,infrastructure_140,edge54,aws.faas.eu-west-1,36.854,generated,12345
146588263,infrastructure_140,edge54,aws.faas.us-east-1,87.722,generated,12345
146588263,infrastructure_140,edge54,azure.faas.westeurope,54.198,generated,12345
146588263,infrastructure_140,edge54,azure.faas.eastus,142.403,generated,12345
146588263,infrastructure_140,edge54,gcp.faas.europe-west1,30.995,generated,12345
146588263,infrastructure_140,edge54,gcp.faas.us-central1,143.117,generated,12345
146588263,infrastructure_140,edge55,aws.faas.eu-west-1,30.252,generated,12345
146588263,infrastructure_140,edge55,aws.faas.us-east-1,106.073,generated,12345
146588263,infrastructure_140,edge55,azure.faas.westeurope,27.4,generated,12345
146588263,infrastructure_140,edge55,azure.faas.eastus,124.912,generated,12345
146588263,infrastructure_140,edge55,gcp.faas.europe-west1,46.521,generated,12345
146588263,infrastructure_140,edge55,gcp.faas.us-central1,135.004,generated,12345
146588263,infrastructure_140,edge56,aws.faas.eu-west-1,43.652,generated,12345
146588263,infrastructure_140,edge56,aws.faas.us-east-1,125.703,generated,12345
146588263,infrastructure_140,edge56,azure.faas.westeurope,25.719,generated,12345
146588263,infrastructure_140,edge56,azure.faas.eastus,137.51,generated,12345
146588263,infrastructure_140,edge56,gcp.faas.europe-west1,28.223,generated,12345
146588263,infrastructure_140,edge56,gcp.faas.us-central1,101.149,generated,12345
146588263,infrastructure_140,edge57,aws.faas.eu-west-1,46.543,generated,12345
146588263,infrastructure_140,edge57,aws.faas.us-east-1,82.854,generated,12345
146588263,infrastructure_140,edge57,azure.faas.westeurope,37.384,generated,12345
146588263,infrastructure_140,edge57,azure.faas.eastus,92.976,generated,12345
146588263,infrastructure_140,edge57,gcp.faas.europe-west1,52.073,generated,12345
146588263,infrastructure_140,edge57,gcp.faas.us-central1,99.698,generated,12345
146588263,infrastructure_140,edge58,aws.faas.eu-west-1,37.998,generated,12345
146588263,infrastructure_140,edge58,aws.faas.us-east-1,100.968,generated,12345
146588263,infrastructure_140,edge58,azure.faas.westeurope,50.109,generated,12345
146588263,infrastructure_140,edge58,azure.faas.eastus,118.858,generated,12345
146588263,infrastructure_140,edge58,gcp.faas.europe-west1,35.301,generated,12345
146588263,infrastructure_140,edge58,gcp.faas.us-central1,147.641,generated,12345
146588263,infrastructure_140,edge59,aws.faas.eu-west-1,47.373,generated,12345
