application,dataset_seed,infrastructure,task,security_threshold,eligible_candidates,latency_feasible,security_feasible,witness_found,witness_cost,ac_pool_domain_size,local_budget_quantile,local_budget,min_eligible_cost,global_budget_factor,global_budget_slack,cheapest_eligible_binding_cost,global_budget,norm_cost_min,norm_cost_max,norm_latency_min,norm_latency_max,norm_security_min,norm_security_max
mediaOrch,146588263,infrastructure_140,fDocAnalysis,1.0,195,True,True,True,0.31711059,86,0.75,32.03485725,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_140,fProcDoc,1.0,138,True,True,True,0.31711059,101,0.75,38.78556255,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_140,fPayAppr,0.66,132,True,True,True,0.31711059,110,0.75,20.38197471,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_140,fNotify,0.66,138,True,True,True,0.31711059,110,0.75,22.09309452,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_140,fArchive,0.66,132,True,True,True,0.31711059,110,0.75,24.68294478,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_140,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.59893531,1.26844236,299.50042121,0.0,598.998,0.33,1.0
mediaOrch,146588263,infrastructure_145,fDocAnalysis,1.0,204,True,True,True,0.31711059,95,0.75,35.55850761,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_145,fProcDoc,1.0,129,True,True,True,0.31711059,103,0.75,38.1612911,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_145,fPayAppr,0.66,140,True,True,True,0.31711059,117,0.75,22.14443838,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_145,fNotify,0.66,146,True,True,True,0.31711059,117,0.75,22.07987031,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_145,fArchive,0.66,140,True,True,True,0.31711059,117,0.75,22.91922947,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_145,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.54227851,1.26844236,294.43765832,0.0,595.61,0.33,1.0
mediaOrch,146588263,infrastructure_150,fDocAnalysis,1.0,140,True,True,True,0.31711059,102,0.75,32.03485725,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_150,fProcDoc,1.0,96,True,True,True,0.31711059,119,0.75,39.73184032,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_150,fPayAppr,0.66,137,True,True,True,0.31711059,115,0.75,21.01125539,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_150,fNotify,0.66,143,True,True,True,0.31711059,115,0.75,22.14090357,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_150,fArchive,0.66,137,True,True,True,0.31711059,115,0.75,22.58255992,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_150,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.73625295,1.26844236,287.45139357,0.0,592.586,0.33,1.0
mediaOrch,146588263,infrastructure_155,fDocAnalysis,1.0,207,True,True,True,0.31711059,105,0.75,32.47973365,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_155,fProcDoc,1.0,162,True,True,True,0.31711059,125,0.75,37.31169432,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_155,fPayAppr,0.66,148,True,True,True,0.31711059,125,0.75,19.47239365,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_155,fNotify,0.66,154,True,True,True,0.31711059,125,0.75,21.95805917,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_155,fArchive,0.66,148,True,True,True,0.31711059,125,0.75,22.44362186,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_155,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.8174973,1.26844236,294.43765832,0.0,598.285,0.33,1.0
mediaOrch,146588263,infrastructure_160,fDocAnalysis,1.0,228,True,True,True,0.31711059,105,0.75,34.15602174,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_160,fProcDoc,1.0,165,True,True,True,0.31711059,124,0.75,37.60896133,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_160,fPayAppr,0.66,148,True,True,True,0.31711059,125,0.75,20.59462787,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_160,fNotify,0.66,154,True,True,True,0.31711059,125,0.75,22.35681504,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_160,fArchive,0.66,148,True,True,True,0.31711059,125,0.75,23.00966971,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_160,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.7120451,1.26844236,240.5384864,0.0,596.819,0.33,1.0
mediaOrch,146588263,infrastructure_165,fDocAnalysis,1.0,144,True,True,True,0.31711059,120,0.75,34.53920245,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_165,fProcDoc,1.0,106,True,True,True,0.31711059,131,0.75,34.93926895,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_165,fPayAppr,0.66,159,True,True,True,0.31711059,138,0.75,19.74013789,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_165,fNotify,0.66,165,True,True,True,0.31711059,138,0.75,21.73351137,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_165,fArchive,0.66,159,True,True,True,0.31711059,138,0.75,21.80171569,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_165,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.69788748,1.26844236,273.76454161,0.0,594.252,0.33,1.0
mediaOrch,146588263,infrastructure_170,fDocAnalysis,1.0,144,True,True,True,0.31711059,115,0.75,34.43859517,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_170,fProcDoc,1.0,220,True,True,True,0.31711059,143,0.75,38.28678098,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_170,fPayAppr,0.66,145,True,True,True,0.31711059,126,0.75,20.62963481,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_170,fNotify,0.66,151,True,True,True,0.31711059,126,0.75,23.29838547,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_170,fArchive,0.66,145,True,True,True,0.31711059,126,0.75,24.1741669,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_170,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.22415356,1.26844236,294.55161682,0.0,599.46,0.33,1.0
mediaOrch,146588263,infrastructure_175,fDocAnalysis,1.0,156,True,True,True,0.31711059,107,0.75,35.45667795,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_175,fProcDoc,1.0,236,True,True,True,0.31711059,134,0.75,38.67866705,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_175,fPayAppr,0.66,153,True,True,True,0.31711059,132,0.75,22.23533264,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_175,fNotify,0.66,159,True,True,True,0.31711059,132,0.75,23.95990833,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_175,fArchive,0.66,153,True,True,True,0.31711059,132,0.75,24.1741669,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_175,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,31.06076058,1.26844236,241.04494609,0.0,599.085,0.33,1.0
mediaOrch,146588263,infrastructure_180,fDocAnalysis,1.0,156,True,True,True,0.31711059,124,0.75,31.68700414,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_180,fProcDoc,1.0,114,True,True,True,0.31711059,138,0.75,38.67866705,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_180,fPayAppr,0.66,169,True,True,True,0.31711059,148,0.75,20.71976663,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_180,fNotify,0.66,175,True,True,True,0.31711059,148,0.75,23.35731944,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_180,fArchive,0.66,169,True,True,True,0.31711059,148,0.75,23.74839786,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_180,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.61090589,1.26844236,309.703589,0.0,596.462,0.33,1.0
mediaOrch,146588263,infrastructure_185,fDocAnalysis,1.0,160,True,True,True,0.31711059,121,0.75,33.72120471,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_185,fProcDoc,1.0,220,True,True,True,0.31711059,139,0.75,37.85166934,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_185,fPayAppr,0.66,166,True,True,True,0.31711059,145,0.75,22.37163446,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_185,fNotify,0.66,172,True,True,True,0.31711059,145,0.75,25.4447017,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_185,fArchive,0.66,166,True,True,True,0.31711059,145,0.75,25.8551957,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_185,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.84994607,1.26844236,317.59609019,0.0,598.396,0.33,1.0
mediaOrch,146588263,infrastructure_190,fDocAnalysis,1.0,249,True,True,True,0.31711059,115,0.75,33.41768054,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_190,fProcDoc,1.0,177,True,True,True,0.31711059,145,0.75,37.63456817,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_190,fPayAppr,0.66,162,True,True,True,0.31711059,140,0.75,20.57842094,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_190,fNotify,0.66,168,True,True,True,0.31711059,140,0.75,23.37025799,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_190,fArchive,0.66,162,True,True,True,0.31711059,140,0.75,23.69169967,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_190,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.74174389,1.26844236,312.22560322,0.0,599.744,0.33,1.0
mediaOrch,146588263,infrastructure_195,fDocAnalysis,1.0,162,True,True,True,0.31711059,131,0.75,32.47973365,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_195,fProcDoc,1.0,110,True,True,True,0.31711059,149,0.75,36.18095251,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_195,fPayAppr,0.66,171,True,True,True,0.31711059,152,0.75,21.0300026,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_195,fNotify,0.66,177,True,True,True,0.31711059,152,0.75,21.99839786,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_195,fArchive,0.66,171,True,True,True,0.31711059,152,0.75,22.44065606,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_195,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,28.9288857,1.26844236,316.83892153,0.0,599.631,0.33,1.0
mediaOrch,146588263,infrastructure_200,fDocAnalysis,1.0,174,True,True,True,0.31711059,134,0.75,33.717712,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_200,fProcDoc,1.0,256,True,True,True,0.31711059,160,0.75,38.72593656,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_200,fPayAppr,0.66,175,True,True,True,0.31711059,154,0.75,21.21276836,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_200,fNotify,0.66,181,True,True,True,0.31711059,154,0.75,23.5216051,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_200,fArchive,0.66,175,True,True,True,0.31711059,154,0.75,24.16156924,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_200,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.32583279,1.26844236,291.77002435,0.0,599.631,0.33,1.0
mediaOrch,146588263,infrastructure_205,fDocAnalysis,1.0,178,True,True,True,0.31711059,151,0.75,32.73315662,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_205,fProcDoc,1.0,244,True,True,True,0.31711059,162,0.75,40.5994318,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_205,fPayAppr,0.66,194,True,True,True,0.31711059,171,0.75,21.96516077,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_205,fNotify,0.66,200,True,True,True,0.31711059,171,0.75,22.68230392,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_205,fArchive,0.66,194,True,True,True,0.31711059,171,0.75,22.75052325,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_205,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.45487246,1.26844236,251.52458726,0.0,599.631,0.33,1.0
mediaOrch,146588263,infrastructure_210,fDocAnalysis,1.0,174,True,True,True,0.31711059,140,0.75,35.11003954,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_210,fProcDoc,1.0,171,True,True,True,0.31711059,164,0.75,37.82045648,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_210,fPayAppr,0.66,180,True,True,True,0.31711059,159,0.75,22.45841654,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_210,fNotify,0.66,186,True,True,True,0.31711059,159,0.75,24.50198191,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_210,fArchive,0.66,180,True,True,True,0.31711059,159,0.75,25.05211288,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_210,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.99282176,1.26844236,316.54039022,0.0,598.939,0.33,1.0
mediaOrch,146588263,infrastructure_215,fDocAnalysis,1.0,186,True,True,True,0.31711059,133,0.75,34.06275792,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_215,fProcDoc,1.0,201,True,True,True,0.31711059,159,0.75,40.5994318,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_215,fPayAppr,0.66,185,True,True,True,0.31711059,165,0.75,20.42477934,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_215,fNotify,0.66,191,True,True,True,0.31711059,165,0.75,23.25642137,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_215,fArchive,0.66,185,True,True,True,0.31711059,165,0.75,23.92923811,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_215,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,30.62128147,1.26844236,252.70068515,0.0,597.827,0.33,1.0
mediaOrch,146588263,infrastructure_220,fDocAnalysis,1.0,270,True,True,True,0.31711059,139,0.75,32.03485725,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_220,fProcDoc,1.0,198,True,True,True,0.31711059,172,0.75,37.31169432,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_220,fPayAppr,0.66,183,True,True,True,0.31711059,164,0.75,21.14376536,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_220,fNotify,0.66,189,True,True,True,0.31711059,164,0.75,23.19303378,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_220,fArchive,0.66,183,True,True,True,0.31711059,164,0.75,23.25891161,0.31711059,,,,,,,,,,
mediaOrch,146588263,infrastructure_220,__global__,,,,,True,,,,,,1.5,0.25,1.26844236,29.38040418,1.26844236,313.78388584,0.0,599.674,0.33,1.0
stockOrch,146588263,infrastructure_50,fCheck,1.0,56,True,True,True,20.98417438,34,0.75,32.03485725,20.98417438,,,,,,,,,,
stockOrch,146588263,infrastructure_50,fBuyOrSell,0.66,14,True,True,True,35.57114344,14,0.75,67.039127,35.57114344,,,,,,,,,,
stockOrch,146588263,infrastructure_50,fSell,0.66,17,True,True,True,9.62567923,17,0.75,24.65581241,9.62567923,,,,,,,,,,
stockOrch,146588263,infrastructure_50,fBuy,0.66,27,True,True,True,9.62567923,19,0.75,20.50388885,9.62567923,,,,,,,,,,
stockOrch,146588263,infrastructure_50,fRecord,0.33,68,True,True,True,25.00677809,18,0.75,50.05446445,25.00677809,,,,,,,,,,
stockOrch,146588263,infrastructure_50,__global__,,,,,True,,,,,,1.5,0.25,91.18777514,111.31790619,14.45990841,264.23741579,0.0,599.28,0.66,1.0
stockOrch,146588263,infrastructure_55,fCheck,1.0,60,True,True,True,17.78557172,37,0.75,33.41768054,17.78557172,,,,,,,,,,
stockOrch,146588263,infrastructure_55,fBuyOrSell,0.66,15,True,True,True,29.50677809,15,0.75,68.99146412,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_55,fSell,0.66,23,True,True,True,8.80109929,23,0.75,25.1553423,8.80109929,,,,,,,,,,
stockOrch,146588263,infrastructure_55,fBuy,0.66,38,True,True,True,0.700001,26,0.75,14.24993878,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_55,fRecord,0.33,64,True,True,True,34.00998171,16,0.75,54.2047334,34.00998171,,,,,,,,,,
stockOrch,146588263,infrastructure_55,__global__,,,,,True,,,,,,1.5,0.25,86.05288167,108.6187909,27.22089219,267.76148387,0.0,599.135,0.33,1.0
stockOrch,146588263,infrastructure_60,fCheck,1.0,54,True,True,True,16.17452414,41,0.75,31.54499966,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_60,fBuyOrSell,0.66,18,True,True,True,29.50677809,18,0.75,68.61023865,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_60,fSell,0.66,26,True,True,True,8.55714615,26,0.75,21.85169121,8.55714615,,,,,,,,,,
stockOrch,146588263,infrastructure_60,fBuy,0.66,41,True,True,True,0.700001,29,0.75,16.7873395,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_60,fRecord,0.33,56,True,True,True,23.51638829,19,0.75,51.12918017,23.51638829,,,,,,,,,,
stockOrch,146588263,infrastructure_60,__global__,,,,,True,,,,,,1.5,0.25,73.82626409,98.02068153,13.39137533,255.03247311,0.0,595.076,0.33,1.0
stockOrch,146588263,infrastructure_65,fCheck,1.0,76,True,True,True,15.5334328,49,0.75,34.46563136,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_65,fBuyOrSell,0.66,19,True,True,True,32.07114344,19,0.75,72.62621031,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_65,fSell,0.66,32,True,True,True,8.59945017,32,0.75,22.2652065,8.59945017,,,,,,,,,,
stockOrch,146588263,infrastructure_65,fBuy,0.66,47,True,True,True,8.59945017,35,0.75,14.04168748,8.59945017,,,,,,,,,,
stockOrch,146588263,infrastructure_65,fRecord,0.33,88,True,True,True,6.76,23,0.75,49.28906196,6.76,,,,,,,,,,
stockOrch,146588263,infrastructure_65,__global__,,,,,True,,,,,,1.5,0.25,62.96402641,90.85660746,9.43422118,275.97770263,0.0,594.974,0.66,1.0
stockOrch,146588263,infrastructure_70,fCheck,1.0,88,True,True,True,16.17452414,54,0.75,38.11146489,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_70,fBuyOrSell,0.66,22,True,True,True,29.50677809,22,0.75,75.26010393,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_70,fSell,0.66,22,True,True,True,9.53247247,22,0.75,19.49458,9.53247247,,,,,,,,,,
stockOrch,146588263,infrastructure_70,fBuy,0.66,37,True,True,True,0.700001,25,0.75,13.37801324,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_70,fRecord,0.33,88,True,True,True,34.00998171,22,0.75,54.1639913,34.00998171,,,,,,,,,,
stockOrch,146588263,infrastructure_70,__global__,,,,,True,,,,,,1.5,0.25,84.80752067,109.59860469,33.08901623,246.41791488,0.0,582.875,0.33,1.0
stockOrch,146588263,infrastructure_75,fCheck,1.0,88,True,True,True,17.78557172,48,0.75,37.52621041,17.78557172,,,,,,,,,,
stockOrch,146588263,infrastructure_75,fBuyOrSell,0.66,22,True,True,True,29.50677809,22,0.75,74.78117492,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_75,fSell,0.66,27,True,True,True,8.55714615,27,0.75,20.68901573,8.55714615,,,,,,,,,,
stockOrch,146588263,infrastructure_75,fBuy,0.66,42,True,True,True,0.700001,30,0.75,14.83806564,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_75,fRecord,0.33,92,True,True,True,32.07614134,23,0.75,50.22121925,32.07614134,,,,,,,,,,
stockOrch,146588263,infrastructure_75,__global__,,,,,True,,,,,,1.5,0.25,83.99706473,108.07083486,26.97693905,252.02658999,0.0,592.556,0.33,1.0
stockOrch,146588263,infrastructure_80,fCheck,1.0,50,True,True,True,16.17452414,55,0.75,39.60906425,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_80,fBuyOrSell,0.66,25,True,True,True,29.50677809,25,0.75,79.21812849,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_80,fSell,0.66,30,True,True,True,8.55714615,30,0.75,19.21939361,8.55714615,,,,,,,,,,
stockOrch,146588263,infrastructure_80,fBuy,0.66,45,True,True,True,0.700001,33,0.75,13.37801324,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_80,fRecord,0.33,52,True,True,True,33.29499966,26,0.75,51.118174,33.29499966,,,,,,,,,,
stockOrch,146588263,infrastructure_80,__global__,,,,,True,,,,,,1.5,0.25,83.60487547,109.26467414,32.24353771,302.25898007,0.0,598.363,0.66,1.0
stockOrch,146588263,infrastructure_85,fCheck,1.0,78,True,True,True,15.5334328,60,0.75,32.03485725,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_85,fBuyOrSell,0.66,26,True,True,True,37.28023873,26,0.75,73.58149006,37.28023873,,,,,,,,,,
stockOrch,146588263,infrastructure_85,fSell,0.66,37,True,True,True,8.55714615,37,0.75,21.06997658,8.55714615,,,,,,,,,,
stockOrch,146588263,infrastructure_85,fBuy,0.66,52,True,True,True,0.700001,40,0.75,19.78366135,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_85,fRecord,0.33,81,True,True,True,28.90354618,27,0.75,52.65622999,28.90354618,,,,,,,,,,
stockOrch,146588263,infrastructure_85,__global__,,,,,True,,,,,,1.5,0.25,86.34579129,109.43419253,37.59535874,262.74328074,0.0,591.679,0.33,1.0
stockOrch,146588263,infrastructure_90,fCheck,1.0,66,True,True,True,16.03557172,56,0.75,36.18581318,16.03557172,,,,,,,,,,
stockOrch,146588263,infrastructure_90,fBuyOrSell,0.66,22,True,True,True,29.50677809,22,0.75,72.63510393,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_90,fSell,0.66,26,True,True,True,8.55714615,26,0.75,26.7263629,8.55714615,,,,,,,,,,
stockOrch,146588263,infrastructure_90,fBuy,0.66,36,True,True,True,0.700001,28,0.75,15.25383462,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_90,fRecord,0.33,77,True,True,True,23.51638829,26,0.75,56.73970904,23.51638829,,,,,,,,,,
stockOrch,146588263,infrastructure_90,__global__,,,,,True,,,,,,1.5,0.25,73.68731167,101.90316498,13.39137533,339.6570235,0.0,591.006,0.33,1.0
stockOrch,146588263,infrastructure_95,fCheck,1.0,52,True,True,True,17.12475996,69,0.75,35.45667795,17.12475996,,,,,,,,,,
stockOrch,146588263,infrastructure_95,fBuyOrSell,0.66,26,True,True,True,33.00677809,26,0.75,72.14323872,33.00677809,,,,,,,,,,
stockOrch,146588263,infrastructure_95,fSell,0.66,38,True,True,True,8.32631233,38,0.75,23.74543239,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_95,fBuy,0.66,53,True,True,True,0.700001,41,0.75,17.3868091,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_95,fRecord,0.33,58,True,True,True,23.51638829,29,0.75,54.31236828,23.51638829,,,,,,,,,,
stockOrch,146588263,infrastructure_95,__global__,,,,,True,,,,,,1.5,0.25,78.161083,104.24041368,9.43422118,310.19125106,0.0,594.974,0.33,1.0
stockOrch,146588263,infrastructure_100,fCheck,1.0,58,True,True,True,15.5334328,67,0.75,37.20667795,15.5334328,,,,,,,,,,
stockOrch,146588263,infrastructure_100,fBuyOrSell,0.66,29,True,True,True,32.07114344,29,0.75,74.47086812,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_100,fSell,0.66,39,True,True,True,8.32631233,39,0.75,18.36756571,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_100,fBuy,0.66,54,True,True,True,8.32631233,42,0.75,15.99680084,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_100,fRecord,0.33,60,True,True,True,26.75743743,30,0.75,56.58540925,26.75743743,,,,,,,,,,
stockOrch,146588263,infrastructure_100,__global__,,,,,True,,,,,,1.5,0.25,82.688326,108.37752915,34.01611432,287.37449218,0.0,599.135,0.33,1.0
stockOrch,146588263,infrastructure_105,fCheck,1.0,116,True,True,True,17.78557172,75,0.75,35.45667795,17.78557172,,,,,,,,,,
stockOrch,146588263,infrastructure_105,fBuyOrSell,0.66,29,True,True,True,29.50677809,29,0.75,72.72292978,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_105,fSell,0.66,47,True,True,True,8.32631233,47,0.75,21.5461369,8.32631233,,,,,,,,,,
stockOrch,146588263,infrastructure_105,fBuy,0.66,62,True,True,True,0.700001,50,0.75,17.2369417,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_105,fRecord,0.33,124,True,True,True,34.00998171,31,0.75,56.35614266,34.00998171,,,,,,,,,,
stockOrch,146588263,infrastructure_105,__global__,,,,,True,,,,,,1.5,0.25,85.81548818,110.34343856,26.74610523,304.12747562,0.0,596.747,0.33,1.0
stockOrch,146588263,infrastructure_110,fCheck,1.0,128,True,True,True,17.12475996,77,0.75,34.79327612,17.12475996,,,,,,,,,,
stockOrch,146588263,infrastructure_110,fBuyOrSell,0.66,32,True,True,True,32.07114344,32,0.75,71.35184273,32.07114344,,,,,,,,,,
stockOrch,146588263,infrastructure_110,fSell,0.66,44,True,True,True,8.29558335,44,0.75,22.36988903,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_110,fBuy,0.66,59,True,True,True,8.29558335,47,0.75,17.42822179,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_110,fRecord,0.33,138,True,True,True,23.51638829,35,0.75,54.31236828,23.51638829,,,,,,,,,,
stockOrch,146588263,infrastructure_110,__global__,,,,,True,,,,,,1.5,0.25,81.00787504,105.84504191,13.12981253,337.36169239,0.0,596.747,0.33,1.0
stockOrch,146588263,infrastructure_115,fCheck,1.0,66,True,True,True,16.17452414,86,0.75,37.23594001,16.17452414,,,,,,,,,,
stockOrch,146588263,infrastructure_115,fBuyOrSell,0.66,33,True,True,True,38.81885794,33,0.75,74.47188002,38.81885794,,,,,,,,,,
stockOrch,146588263,infrastructure_115,fSell,0.66,53,True,True,True,8.29558335,53,0.75,15.32474977,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_115,fBuy,0.66,68,True,True,True,8.29558335,56,0.75,13.093936,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_115,fRecord,0.33,72,True,True,True,22.66753283,36,0.75,51.64439531,22.66753283,,,,,,,,,,
stockOrch,146588263,infrastructure_115,__global__,,,,,True,,,,,,1.5,0.25,85.95649826,108.85776325,13.12981253,286.75629666,0.0,593.636,0.33,1.0
stockOrch,146588263,infrastructure_120,fCheck,1.0,108,True,True,True,16.29858981,86,0.75,35.55850761,16.29858981,,,,,,,,,,
stockOrch,146588263,infrastructure_120,fBuyOrSell,0.66,36,True,True,True,29.50677809,36,0.75,72.28203264,29.50677809,,,,,,,,,,
stockOrch,146588263,infrastructure_120,fSell,0.66,58,True,True,True,8.29558335,58,0.75,20.97949788,8.29558335,,,,,,,,,,
stockOrch,146588263,infrastructure_120,fBuy,0.66,73,True,True,True,0.700001,61,0.75,17.68562224,0.700001,,,,,,,,,,
stockOrch,146588263,infrastructure_120,fRecord,0.33,117,True,True,True,27.70110039,39,0.75,55.90032877,27.70110039,,,,,,,,,,
